Город,Средняя зарплата
Кооперативная Республика Гайана,44277.0
Гусев,44274.0
Култаево,44267.0
Павловск (Алтайский край),44266.0
Солнечный (Ханты-Мансийский АО),44264.0
Нема,44264.0
Лоухи,44264.0
Урдома,44250.0
Оксовский,44250.0
Самодед,44250.0
Быстрогорский,44250.0
Приводино,44250.0
Пуксоозера,44250.0
Коканд,44228.0
Мильково (Камчатский край),44222.0
Первомайское (Республика Крым),44218.0
Грачевка,44218.0
Лениногорск,44204.0
Щеглово,44200.0
Кингисеппский,44200.0
Мишковка (Брянская область),44196.0
Пластуновская,44191.0
Сергиевск,44184.0
Вольск,44180.0
Лямино (Пермский край),44179.0
Кувандык,44169.0
Боровиха,44167.0
Кировский (Приморский край),44158.0
Пречистое,44156.0
Аэрофлотский,44156.0
Арамиль,44152.0
Арск,44151.0
Ильинское (Раменский район),44139.0
Советск (Кировская область),44130.0
Алейск,44129.0
Некрасовка (Хабаровский край),44125.0
Краснообск,44123.0
Сигаево,44100.0
Златоуст,44091.0
Лесозаводск,44079.0
Десногорск,44078.0
Белая Холуница,44072.0
Ижморский,44071.0
Строитель (Белгородская область),44070.0
Буденновск,44061.0
Северо-Западный округ,44059.0
Семилуки,44052.0
Кизел,44051.0
Волово,44048.0
Новохопёрск,44032.0
Старопестерево,44012.0
Заозерный,44011.0
Грамотеино,44004.0
Хабез,44000.0
Парфеньево,44000.0
Новоблагодарное,44000.0
Пластун,43998.0
Жанакорган,43994.0
Агой,43990.0
Переволоцкий,43986.0
Тим,43980.0
Фатеж,43970.0
Юрино,43970.0
Никольское (Воронежская область),43958.0
Кунгур,43956.0
Струнино,43952.0
Кондрово,43949.0
Стерлитамак,43944.0
Вагай,43944.0
Комсомольск (Ивановская область),43943.0
Коркино,43942.0
Теплое,43929.0
Криводановка,43923.0
Житикара,43919.0
Софьино (Наро-Фоминский район),43917.0
Вытегра,43902.0
Карачаевск,43851.0
Харцызск,43838.0
Змиевка,43833.0
Ильино,43826.0
Ярославская,43819.0
Сегежа,43815.0
Зайково (Свердловская область),43800.0
Бондари,43792.0
Кеген,43790.0
Малояз,43760.0
Кондратово (Пермский край),43750.0
Трехгорка,43750.0
Южный (Ростовская область),43750.0
Знаменка (Орловская область),43750.0
Гари (Свердловская область),43750.0
Аргудан,43750.0
Тарбагатай,43749.0
Киреевск,43739.0
Чолпон-Ата,43739.0
Грозный,43729.0
Шилово,43722.0
Виллози,43700.0
Кудряшовский,43700.0
Владимирская область,43684.0
Итатский,43667.0
Кукуштан,43667.0
Киясово,43661.0
Кушва,43651.0
Первомайский (Оренбургская область),43647.0
Канаш,43640.0
Думиничи,43618.0
Черниговка (Приморский край),43617.0
Кузнецк,43615.0
Мантурово (Курская область),43604.0
Красноуфимск,43601.0
Буйнакск,43588.0
Иноземцево,43579.0
Североуральск,43573.0
Красногорское (Алтайский край),43571.0
Красногорское,43550.0
Уржум,43548.0
Среднеколымск,43538.0
Кошки (Самарская область),43538.0
Пижанка,43534.0
Карагай (Пермский край),43523.0
Солуно-Дмитриевское,43500.0
Алексеевская,43500.0
"Берёзовка (Берёзовский район, Пермский край)",43500.0
Ново-Талицы,43500.0
Муслюмово,43489.0
Малая Вишера,43484.0
Трехгорный,43478.0
Бобровский,43472.0
Кропачево (Челябинская область),43458.0
Красный Яр (Самарская область),43457.0
Зеленогорский,43452.0
Курильск,43443.0
Шентала,43424.0
Соликамск,43420.0
Лукоянов,43418.0
Таруса,43412.0
Бор,43410.0
Елец,43397.0
Стародуб,43389.0
Рефтинский,43377.0
Троицко-Печорск,43349.0
Веселый,43344.0
Небуг,43339.0
Дарасун (Забайкальский край),43333.0
Акша (Забайкальский край),43333.0
Лакинск,43331.0
Кез,43327.0
Черлак (Омская область),43327.0
Красный Холм,43324.0
Батецкий,43306.0
Крутинка,43300.0
Кинешма,43299.0
Кондопога,43297.0
Свирск,43288.0
Северный,43286.0
Вичуга,43284.0
Лабинск,43261.0
Богданович,43251.0
Нижняя Мактама,43250.0
Кашары,43250.0
Гамово (Пермский край),43250.0
Аркадак,43240.0
Черепаново,43223.0
Матвеев-Курган,43219.0
Шувое,43219.0
Полысаево,43215.0
Сысерть,43213.0
Новая Усмань,43207.0
Каз,43206.0
Остров,43206.0
Шаран,43200.0
Ейск,43189.0
Софиевка (Казахстан),43189.0
Исилькуль,43183.0
Жиздра,43182.0
Кубанское,43167.0
Фершампенуаз (Челябинская область),43167.0
Хлевное,43164.0
Пограничный (Приморский край),43160.0
Суворовская (Ставропольский край),43146.0
Мишелевка,43133.0
Шахты,43127.0
Голышманово,43127.0
Новые Бурасы,43125.0
Сомово,43125.0
Смышляевка,43125.0
Роговская,43125.0
Камышла (Самарская область),43116.0
Белев,43114.0
Котельнич,43113.0
Морское (Республика Крым),43099.0
Родники,43083.0
Юрьевец,43083.0
Усть-Чарышская Пристань,43079.0
Жигулевск,43079.0
Зима,43075.0
Красноперекопск,43064.0
Быхов,43058.0
Белыничи,43058.0
Сасово,43052.0
Ахангаран,43050.0
Навля,43025.0
Ключи (Камчатский край),43011.0
Донской,43011.0
Ефремов,43008.0
Большое Сорокино,43003.0
Сенной (Краснодарский край),43000.0
Большая Джалга,43000.0
Бурла,43000.0
Батайск,42993.0
Индустриальный (Краснодарский край),42992.0
Прокопьевск,42980.0
Эртиль,42979.0
Волжский (Астраханская область),42975.0
Белебей,42958.0
Шали,42939.0
Шелехов,42931.0
Улаган,42922.0
Кандалакша,42918.0
Шолоховский,42900.0
Пестово,42890.0
Евсино,42887.0
Юрга,42871.0
Уругвай,42857.0
Восточно-Центральный округ,42857.0
Великий Устюг,42856.0
Яр,42842.0
Барабинск,42840.0
Боргустанская,42833.0
Тайга,42816.0
"Солнечный (ПГТ, Павлодарская обл)",42807.0
Актау,42802.0
Верх-Чебула,42792.0
Новоалександровск,42791.0
Тасеево,42786.0
Кудымкар,42776.0
Заречный (Пензенская область),42767.0
Мегет,42760.0
Нижний Кисляй,42750.0
Калужская область,42750.0
Верхнебаканский,42750.0
Ярцево,42747.0
Государство Палестина,42744.0
Чудово,42741.0
Карабулак (Алматинская область),42733.0
Андижан,42713.0
Кемь,42704.0
"Мраково (Кугарчинский район, Башкортостан)",42682.0
Успенское (Краснодарский край),42681.0
Касимов,42672.0
Октябрьский (Республика Башкортостан),42672.0
Сюмси,42672.0
Русский Акташ,42667.0
Староминская,42654.0
Павловская,42625.0
Копейск,42620.0
Полевской,42611.0
Яйва,42610.0
Кореновск,42606.0
Россошь,42600.0
Фалёнки,42600.0
Черноморский,42571.0
Родино,42538.0
Волот (Новгородская область),42509.0
Балаково,42500.0
"Сельцо (посёлок, Волосовский район)",42500.0
Пешково,42500.0
Виноградный (Темрюкский район),42500.0
Воля,42500.0
Чистенькое,42500.0
Зубутли-Миатли,42500.0
Курашим,42500.0
Республика Калмыкия,42500.0
Большое Солдатское,42500.0
Веселовка (Краснодарский край),42500.0
Семрино,42500.0
Уксянское,42500.0
Шарья,42494.0
Лотошино,42490.0
Чернигов,42476.0
Сычевка,42473.0
Гай,42457.0
Дальневосточный округ,42455.0
Карталы,42447.0
Приморско-Ахтарск,42445.0
Чердынь,42439.0
Шаховская,42429.0
Смирных,42417.0
Новоузенск,42412.0
Подосиновец,42411.0
Выгоничи,42407.0
Ивантеевка (Саратовская область),42400.0
Козловка,42396.0
Печоры,42378.0
Тоцкое,42375.0
Глазуновка,42370.0
Балтийск,42364.0
Бахчисарай,42361.0
Еткуль,42339.0
Иглино,42335.0
Кислово,42333.0
Юхнов,42333.0
Коряжма,42317.0
Стройкерамика,42310.0
Каменск-Уральский,42308.0
Димитровград,42307.0
Мезень,42286.0
Буинск,42271.0
Мошок,42270.0
Красноярский край,42260.0
Сокол,42258.0
Мокроусово,42250.0
ВНИИССОК,42240.0
Пологи,42237.0
Орехов,42237.0
Сатка,42236.0
Благовещенка,42233.0
Долгодеревенское,42230.0
Рахья,42225.0
Выселки,42221.0
Октябрьское (Республика Крым),42220.0
"Николаевка (Благовещенский район, Башкортостан)",42214.0
Лосево,42200.0
Красносельский (Краснодарский край),42188.0
Московская область - Юг,42185.0
Новые Лапсары,42181.0
Бобров,42176.0
Винзили,42168.0
Мордово,42156.0
Верхотурье,42149.0
Пристень,42142.0
Октябрьский (Рязанская область),42137.0
Данилов,42129.0
Вышков (Брянская область),42125.0
Красногвардейское (Ставропольский край),42118.0
Осинники,42115.0
Тума,42111.0
"Степное (Саратовская область, Советский район)",42108.0
Калач-на-Дону,42094.0
Хырдалан,42091.0
Зеленоградск,42084.0
Старовеличковская,42083.0
Чаплыгин,42074.0
Няндома,42064.0
Вохма,42058.0
Наволоки,42034.0
Бабаево,42034.0
Сельцо,42030.0
Тихорецк,42029.0
Холмская,42022.0
Вавож,42015.0
Казанская (Ростовская область),42015.0
Озерск (Калининградская область),42012.0
Нефтегорск (Краснодарский край),42000.0
Кондоль,42000.0
Глебовский,42000.0
Озеры (Московская область),42000.0
Тахтамукай,41987.0
Энгельс,41983.0
Новоспасское (Ульяновская область),41980.0
Чаны,41974.0
Аткарск,41953.0
Калачинск,41935.0
Нерехта,41934.0
Славгород (Алтайский край),41934.0
Бугуруслан,41918.0
Кирпичный (Волгоградская область),41917.0
Доброе,41915.0
Кыштым,41909.0
Борисовка,41901.0
Подкумок,41889.0
Мостовской,41877.0
Ташла,41875.0
Ухолово (Рязанская область),41865.0
Верхнерусское,41861.0
Ашукино,41853.0
Петровская,41850.0
Балаклея,41846.0
Аксубаево,41844.0
Краснохолмский,41844.0
Подвязье (Рязанская область),41831.0
Грайворон,41816.0
Девица (Семилукский район),41815.0
Кропоткин,41808.0
Багратионовск,41805.0
Глядянское,41800.0
Казалы (Кызылорд. обл),41800.0
Липин Бор,41792.0
Шахунья,41764.0
Бакал,41762.0
Мирный (Архангельская область),41759.0
Юровка (Краснодарский край),41758.0
Большая Черниговка,41756.0
Разумное,41752.0
Некрасовская,41750.0
Аргун,41742.0
Бузулук,41737.0
"Акъяр (Хайбуллинский район, Башкортостан)",41725.0
Старотитаровская,41719.0
Новосокольники,41717.0
Ардатов,41716.0
Пугачев,41708.0
Репьевка,41702.0
Судогда,41702.0
Кармаскалы,41690.0
Свободный (Свердловская область),41688.0
Никольский (Ленинградская область),41675.0
Гривенская,41667.0
Али-Бердуковский,41667.0
Игарка,41666.0
Весьегонск,41659.0
Пятигорск,41654.0
Красный Яр (Омская область),41643.0
Ясиноватая,41629.0
Сердобск,41627.0
Теньгушево,41625.0
Айкино,41625.0
Мелитополь,41623.0
Демьяново,41611.0
Кировск (Могилевская область),41602.0
Гвардейск,41597.0
Екатеринославка (Амурская область),41583.0
Тогучин,41579.0
Сарань,41568.0
Майкоп,41557.0
Мариинск,41509.0
Михайловск (Ставропольский край),41506.0
Шыгырдан,41500.0
Ревда,41495.0
Большая Атня,41467.0
Светлогорск (Калининградская область),41452.0
Новошахтинск,41438.0
Сокур (Новосибирская область),41417.0
Азов,41404.0
Копанская,41400.0
"Мишкино (Мишкинский район, Башкортостан)",41396.0
Судак,41389.0
Ордынское,41380.0
Каратузское,41375.0
Учкудук,41374.0
Новокуйбышевск,41365.0
Шигоны,41350.0
Ленинское,41337.0
Заводоуковск,41336.0
Богатое (Самарская область),41319.0
Гулькевичи,41312.0
Хасавюрт,41305.0
Пролетарск,41297.0
Плесецк,41288.0
Яблоновский (Республика Адыгея),41273.0
Михайловск (Свердловская область),41272.0
Заречный (Свердловская область),41256.0
Улёты,41250.0
Плюсса,41250.0
Раевский (Альшеевский район),41248.0
Лесной,41242.0
Харовск,41218.0
Карабаш,41215.0
Чернянка,41215.0
Горишние Плавни (Комсомольск),41199.0
Челябинская область,41189.0
Старокорсунская,41189.0
Глинищево,41184.0
Чебеньки,41183.0
Новая Ладога,41173.0
Средняя Елюзань,41167.0
Голубицкая,41156.0
Миасское,41153.0
Параньга,41142.0
Валдай,41139.0
Луза,41137.0
Винсады,41125.0
Глубокий (Краснодарский край),41125.0
Омутнинск,41123.0
Березники,41121.0
Щигры,41114.0
Сосновка,41073.0
Оловянная,41067.0
Торбеево,41062.0
Большие Колпаны,41025.0
Антиповка,41025.0
Мари-Турек,41024.0
Владикавказ,41020.0
Богучар,41017.0
Никольск (Вологодская область),41006.0
Бахтемир,41000.0
Байбек,41000.0
Малечкино,41000.0
Жуково (Белгородская область),41000.0
Ломовка (Башкортостан),41000.0
Бирюковка (Астраханская область),41000.0
Ворошнево,41000.0
Заклинье (Ленинградская область),41000.0
Гремячинск,40993.0
Железногорск (Курская область),40963.0
Никольск (Пензенская область),40962.0
Черновцы,40961.0
Очер,40959.0
Островной,40952.0
Уяр,40945.0
Опарино,40937.0
Ермекеево,40929.0
Красное-на-Волге,40917.0
Ишлеи,40917.0
Армавир,40895.0
Елизаветинская,40891.0
Вязники,40886.0
Красный Сулин,40877.0
Кошехабль,40867.0
Элиста,40843.0
Колтубановский,40833.0
Анапская,40833.0
Спасск-Рязанский,40833.0
Калач,40801.0
Шамары (Свердловская область),40800.0
Иловля,40793.0
Красноармейск (Саратовская область),40777.0
Кличев,40757.0
Куйбышевский Затон,40750.0
Балаклава,40750.0
Чувашское Дрожжаное,40750.0
Елизаветино (Ленинградская область),40750.0
Улкен-Нарын,40739.0
Кущевская станица,40735.0
Кувшиново,40728.0
Вейделевка,40715.0
Знаменское,40708.0
Шумиха,40688.0
Нижнедевицк,40678.0
Семенов,40673.0
Ленинградская станица,40671.0
Нытва,40664.0
Мглин,40649.0
Московская область - Восток,40646.0
Янтиково,40639.0
Бесскорбная,40625.0
Питкяранта,40616.0
Касли,40611.0
Старое Дрожжаное,40600.0
Корткерос,40600.0
Гремячее (Тульская область),40583.0
Ола (Магаданская область),40565.0
Хохольский,40563.0
Милославское,40561.0
Калбатау,40555.0
Усть-Донецкий,40551.0
Краматорск,40550.0
Кораблино,40546.0
Ольховка,40545.0
Новочебоксарск,40543.0
Волоконовка,40537.0
Желтые Воды,40525.0
Цимлянск,40520.0
Алтуд,40500.0
"Дмитриевка (Уфимский район, Башкортостан)",40500.0
Александрия (Ставропольский край),40500.0
Сосново,40482.0
Мичуринский (Брянская область),40475.0
Тлюстенхабль,40469.0
Покровское (Орловская область),40454.0
Хомутово,40438.0
Сараи,40433.0
Оричи,40426.0
Артемовск (Украина),40398.0
Камешково,40388.0
Туринск,40363.0
Томаровка,40354.0
Каменск-Шахтинский,40353.0
Фергана,40342.0
Полазна,40335.0
Верх-Усугли,40333.0
Тацинская,40328.0
Каневская,40324.0
Яковлевка,40323.0
Каменногорск,40322.0
Гурзуф,40309.0
Енакиево,40298.0
Кирс,40295.0
Атаманская,40292.0
Невинномысск,40289.0
Урень,40282.0
Волжское (Астраханская область),40278.0
Ирбит,40243.0
Ленкорань,40216.0
Габала,40216.0
Муромцево,40205.0
Арысь (ЮКО),40204.0
Белоярский (Свердловская область),40190.0
Коса (Пермский край),40188.0
Ахтырский,40185.0
Юрьев-Польский,40183.0
Черемхово,40180.0
Арзгир,40167.0
Савинский,40160.0
Называевск,40142.0
Коченево,40131.0
Дергачи (Саратовская область),40125.0
Селенгинск,40111.0
Кривой Рог,40109.0
Дубовское,40108.0
Эфиопия,40102.0
Сальск,40101.0
Марьянская,40097.0
Верхние Татышлы,40096.0
Бессоновка,40091.0
Яльчики,40062.0
Кукмор,40059.0
Косиха,40050.0
Светлый (Томская область),40043.0
Чухлома,40024.0
Багаевская,40015.0
Перевоз,40009.0
Отрадный (Самарская область),40001.0
Боковская,40000.0
Счастье,40000.0
Новоильинск,40000.0
Менделеево (Пермский край),40000.0
Бутурлино (Московская область),40000.0
Целинное,40000.0
Майкор,40000.0
Новониколаевский,40000.0
Республика Карелия,40000.0
Новопсков,40000.0
Григорьевское (Пермский край),40000.0
Костромская,40000.0
Щебетовка,40000.0
Лесколово,40000.0
Большой Лычак,40000.0
Иволгинск,40000.0
Зарубино (Новгородская область),40000.0
Лучинское,40000.0
Юбилейный (Новгородская область),40000.0
Ленинский (Московская область),40000.0
Великовечное,40000.0
Кисловодск,39983.0
Малошуйка,39958.0
Духовщина,39955.0
Егорлыкская,39944.0
Котельниково,39942.0
Ольгинская,39929.0
Троицкое (Алтайский край),39923.0
Чермоз,39918.0
Светлый Яр,39908.0
Курганинск,39907.0
Жаркент,39904.0
Барыш,39881.0
Верхняя Хава,39873.0
Емельяново,39867.0
Звенигово,39854.0
Дубовое,39850.0
Борское (Самарская область),39825.0
Каширское,39821.0
Новочернореченский,39815.0
Майна (Ульяновская область),39814.0
Овощной (Ростовская область),39792.0
Краснознаменск (Калининградская область),39780.0
Персиановский,39733.0
Урюпинск,39725.0
Юрья,39698.0
Буркина Фасо,39682.0
Исса,39667.0
Устюжна,39657.0
Алексеевское,39657.0
Снежногорск,39655.0
Майский (Пермский край),39643.0
Бежаницы,39590.0
Марковский (Пермский край),39583.0
Архангельская,39583.0
Зудилово,39571.0
Ильинка,39557.0
Серов,39548.0
Николаевка (Ульяновская область),39546.0
Гостагаевская,39536.0
Тверская область,39533.0
Сортавала,39517.0
Старосубхангулово,39504.0
Бейнеу (Мангистауская обл),39504.0
Республика Коми,39500.0
Кизляр (Северная Осетия),39500.0
Майкопское,39500.0
Высокое (Краснодарский край),39500.0
Ставрово,39461.0
Вышестеблиевская,39454.0
Кинель,39430.0
Новоалтайск,39430.0
Киевская область,39423.0
Миллерово,39412.0
Первомайское,39405.0
Качуг,39396.0
Куйбышев,39392.0
Черняховск,39391.0
Себеж,39390.0
Курсавка,39384.0
Новичиха,39375.0
Сурское (Ульяновская область),39370.0
Таврическое,39364.0
Кузоватово,39350.0
Валуйки,39342.0
Белинский,39340.0
Баган,39330.0
Сива (Пермский край),39329.0
Октябрьский (Волгоградская область),39318.0
Воронки,39312.0
Брюховецкая станица,39312.0
Кириллов,39303.0
Курагино,39290.0
Кологрив,39286.0
Парагвай,39286.0
Месягутово,39272.0
Стрижи,39264.0
Тужа,39264.0
Славск,39259.0
Пудож,39252.0
Елань-Колено,39250.0
Юрла,39250.0
Нальчик,39242.0
Павловка,39239.0
Орловский,39235.0
Горячий Ключ,39212.0
Кулешовка,39200.0
Гуково,39194.0
Пятовский,39186.0
Инсар,39177.0
Данков,39168.0
Терек,39155.0
Старобалтачево,39142.0
Алексеевка (Самарская область),39140.0
Еманжелинск,39132.0
Медведовская,39129.0
Красногорский (Челябинская область),39127.0
Кедровка (Свердловская область),39125.0
Варениковская,39125.0
Барда (Пермский край),39123.0
Гаврилов Посад,39120.0
Губская,39083.0
Куеда,39080.0
Ольховатка,39080.0
Ильинская,39062.0
Дагестанские Огни,39062.0
Чалтырь,39062.0
Макарьев,39049.0
Починок,39033.0
Рудничный,39019.0
Камышлов,39012.0
Караганда,39007.0
Караидель,39004.0
Русский Камешкир,39000.0
Лысые Горы,39000.0
Кетченеры,39000.0
Поворино,38985.0
Морки,38974.0
Рамонь,38973.0
Сухой Лог,38970.0
Полесск,38962.0
Билимбай,38961.0
Пителино,38949.0
Адыгейск,38935.0
Краснотурьинск,38922.0
Трудобеликовский,38917.0
Чегем,38911.0
Слободской,38895.0
Нарткала,38873.0
Северск (Томская область),38846.0
Гудермес,38829.0
Омутинское,38822.0
Полярный,38816.0
Юськасы,38804.0
Глуск,38794.0
Богатые Сабы,38773.0
Унеча,38761.0
Селты,38758.0
Усвяты,38750.0
Краснозёрское,38750.0
Элитный (Новосибирская область),38750.0
Якшур-Бодья,38746.0
Татарск,38734.0
Константиновский,38719.0
Торез,38711.0
Верховажье,38700.0
Красный Кут,38692.0
Семикаракорск,38686.0
Белиз,38668.0
"Елшанка (Воскресенский район, Саратовская область)",38667.0
Кадуй,38663.0
Чугуевка,38659.0
Березанская,38640.0
Колпашево,38618.0
Фролово,38604.0
Кызыл,38592.0
Неверкино,38591.0
Средне-Приволжский округ,38582.0
Большая Глушица,38581.0
Инкерман,38540.0
Шуя,38519.0
Коксовый,38500.0
Северное,38500.0
Посёлок имени Карла Либкнехта,38500.0
Колпна,38500.0
Ясногорский,38500.0
поселок Карла Либкнехта,38500.0
"Мосолово (Рязанская область, Шиловский район)",38462.0
Архипо-Осиповка,38454.0
Ярково (Тюменская область),38446.0
Кавказская,38426.0
Целина,38416.0
Касторное,38414.0
Новолуговое,38412.0
Баткен,38405.0
Кагальник,38400.0
Панино,38400.0
Павловск (Воронежская область),38392.0
Рубцовск,38389.0
Линево,38375.0
Котельский,38375.0
Партенит,38368.0
Никита (Республика Крым),38368.0
Лахденпохья,38344.0
Летка,38333.0
Александровский Завод,38333.0
Таловая,38333.0
Струги Красные,38332.0
Красавино,38298.0
Советск (Калининградская область),38281.0
Кадом,38257.0
Грэсовский,38250.0
Дагомыс,38241.0
Енотаевка,38239.0
Алтайский край,38236.0
Приупский,38234.0
Котово,38228.0
Южно-Сухокумск,38212.0
Олонец,38209.0
Тугулым,38200.0
Языково,38195.0
Довольное,38173.0
Лебяжье,38167.0
Быково,38164.0
Шымкент,38163.0
Почеп,38153.0
Курлово,38149.0
Зональное,38144.0
Моргауши,38141.0
Подгоренский,38136.0
Лисичанск,38120.0
Ирбейское,38096.0
Пушкинские Горы,38095.0
Геническ,38093.0
Гурьевск (Калининградская область),38079.0
Лобаново (Пермский край),38076.0
Чишмы,38062.0
Новобирилюссы,38061.0
Алтай (Зыряновск),38044.0
Азнакаево,38038.0
Петушки,38033.0
Батырево,38000.0
Станица Луганская,38000.0
Ольгинская (Ростовская область),38000.0
Лутугино,38000.0
Похвистнево,37976.0
Ленино,37963.0
Урмары,37944.0
Белая Калитва,37937.0
Юргамыш,37922.0
Георгиевск,37916.0
Вешенская,37911.0
Нефтекумск,37902.0
Большое Село,37895.0
Кременчуг,37876.0
Слюдянка,37851.0
Баранчинский,37844.0
Буруны (Астраханская область),37833.0
Кобралово,37833.0
Баево,37824.0
Зерноград,37818.0
Порецкое,37815.0
Новосергиевка,37808.0
Пестравка,37800.0
Мошково,37768.0
Николаевка,37764.0
Новотроицкое (Омская область),37751.0
Рябовский,37750.0
Октябрьское,37737.0
Павлоград,37728.0
Черный Яр,37720.0
Буй,37716.0
Маргилан,37712.0
Тотьма,37698.0
Кемеровская область,37697.0
Кандры,37689.0
"Октябрьская (Крыловский район,Краснодарский край)",37688.0
Аксу (Павлодар.обл),37687.0
Рыбная Слобода,37671.0
Белый Яр,37650.0
Уни,37649.0
Новонукутский,37633.0
Сусанино (Ленинградская область),37625.0
Нижегородская область,37625.0
Здвинск,37617.0
Пионерский,37605.0
Нижнегорский,37599.0
Черноморско-Кавказский округ,37592.0
Зеленокумск,37576.0
Ессентукская,37563.0
Соль-Илецк,37554.0
Верхняя Синячиха,37554.0
Визинга,37548.0
Макинск,37527.0
Мариинский Посад,37527.0
Береславка,37500.0
Мельниково,37500.0
Пожва,37500.0
Новый Изборск,37500.0
Стрелица,37500.0
Фоки,37500.0
Сергиевское,37500.0
Балтым,37500.0
Уразово,37500.0
Перемышль,37500.0
Тамала,37500.0
Кумылженская,37498.0
Сольцы,37482.0
Красная Заря,37462.0
Жирновск,37434.0
Топки,37425.0
Венцы (Краснодарский край),37400.0
Скородное,37400.0
Бавлы,37374.0
Урус-Мартан,37350.0
Узынагаш,37342.0
Красные Ткачи,37333.0
Кирилловка,37320.0
Бохан,37294.0
Бирюсинск,37291.0
Красногвардейское,37286.0
Озинки,37278.0
Раздольное,37253.0
Петропавловск,37252.0
Симоненко,37250.0
Лесниково,37250.0
Осиново,37231.0
Куйбышево (Ростовская область),37229.0
Пески,37200.0
Волчанск (Свердловская область),37184.0
Новый Торъял,37177.0
Каспийск,37163.0
Красное (Липецкая область),37155.0
Балтаси,37154.0
Борисполь,37133.0
Александрийская,37125.0
Добринка,37123.0
Идрица,37114.0
Зубова-Поляна,37113.0
Сорочинск,37106.0
Измалково,37086.0
Зеленоборский,37083.0
Каменск,37075.0
Городовиковск,37073.0
Бердичев,37071.0
Камышин,37056.0
Симеиз,37040.0
Шалинское,37007.0
Ливенка,37000.0
Воробьёвка,37000.0
Станционно-Ояшинский,37000.0
Углеуральский,37000.0
Юбилейный (Краснодарский край),37000.0
Кизляр,36976.0
Вурнары,36962.0
Гостомель,36943.0
Сылва (Пермский край),36930.0
Теберда,36925.0
Кугеси,36917.0
Черкесск,36906.0
Новый Рогачик,36900.0
Краснозерское,36889.0
Бережаны,36876.0
Борщев,36876.0
Еланец,36876.0
Славута,36876.0
Собинка,36866.0
Добрянка,36853.0
Бичура,36850.0
Старощербиновская,36835.0
Писарёвка (Волгоградская область),36833.0
Нурма (Ленинградская область),36833.0
Ершов,36833.0
Агинское (Забайкальский АО),36829.0
Белая Глина,36824.0
Нарышкино,36823.0
Нижний Ломов,36810.0
Зверево,36796.0
Пролетарский,36781.0
Белозерный,36775.0
Беслан,36767.0
Казачинское,36755.0
Мечетинская,36750.0
Пономарёвка,36750.0
Батуринская,36750.0
свх Масловский,36750.0
Ахтубинск,36750.0
Бесколь,36716.0
Гаспра,36692.0
Изобильный,36670.0
Субханкулово,36667.0
Сосновка (Мурманская область),36667.0
Шипуново,36625.0
Ильинка (Икрянинский район),36619.0
Красный Луч,36617.0
Инта,36581.0
Красноусольский,36576.0
Латная,36571.0
Усть-Каменогорск,36571.0
Бриньковская,36562.0
Преображение,36560.0
Спас-Клепики,36559.0
Тырныауз,36553.0
Поляны,36536.0
Перелюб,36500.0
Большая Мартыновка,36500.0
Нехаевская,36500.0
Камызяк,36493.0
Алзамай,36470.0
"Михайловка (Уфимский район, Башкортостан)",36467.0
Кушнаренково,36467.0
Радищево (Ульяновская область),36464.0
Лагань,36456.0
Ерзовка,36444.0
Шемурша,36438.0
Романовка,36406.0
Романовская,36400.0
Вуктыл,36384.0
Сухобузимское,36368.0
Исянгулово,36365.0
Порхов,36355.0
Вабкент,36306.0
Отрадная,36304.0
Карасук,36292.0
Правдинск (Калининградская область),36257.0
Газопровод,36250.0
Малодельская,36250.0
Обухов,36227.0
Новосемейкино,36214.0
Новая Ляля,36210.0
Фурманов,36209.0
Брейтово,36202.0
Пожеревицы,36195.0
Хилово,36195.0
Ак-Довурак,36183.0
Бердяуш,36172.0
Левокумка,36167.0
Рудня,36164.0
Суоярви,36157.0
Заозерск,36152.0
Кохма,36124.0
Чоя,36121.0
Медведево,36114.0
Красносельское,36112.0
Новоаннинский,36104.0
Актобе,36055.0
Стерлибашево,36050.0
Константиновск,36033.0
Малгобек,36019.0
Пустошка,36012.0
Ибреси,36000.0
Красная Яруга,36000.0
Туношна,36000.0
Белореченский,35986.0
Большой Сундырь,35972.0
Майский,35972.0
Меленки,35967.0
Палана,35964.0
Дивное (Ставропольский край),35959.0
Моздок,35952.0
Должанская,35950.0
Горное Лоо,35944.0
Тюкалинск,35940.0
Кетово,35891.0
Новый Некоуз,35875.0
Краснокаменка,35868.0
Кызыл-Кия,35850.0
Рудный,35842.0
Нижняя Тура,35842.0
Конаев,35835.0
Краснооктябрьский (Волгоградская область),35812.0
Сосновка (Тамбовская область),35808.0
Поспелиха,35800.0
Оболенск,35754.0
Кашхатау,35750.0
Полтавская,35716.0
Плешаново,35710.0
Хохол,35691.0
Тавда,35672.0
Щучинск,35610.0
Карамышево (Псковская область),35598.0
Колывань,35590.0
Тереньга,35564.0
Новое Атлашево,35562.0
Куженер,35555.0
Сунжа (Ингушетия),35538.0
Усть-Джегута,35528.0
Волго-Каспийский,35500.0
Двубратский,35500.0
Ровное,35500.0
Посевная,35500.0
Вешкайма,35498.0
Старая Кулатка,35494.0
Ильичевск,35491.0
Сырдарья,35459.0
Уинское,35440.0
Кировский (Астраханская область),35417.0
Шихазаны,35417.0
Некрасовское,35400.0
Исетское,35393.0
Краснобродский,35391.0
Лебяжье (Курганская область),35379.0
Стародеревянковская,35374.0
Аликово,35355.0
Жалагаш,35341.0
Ковылкино,35336.0
